,0_ccus_fpr,0_ccus_tpr,0_ccus_auc,0_icus_fpr,0_icus_tpr,0_icus_auc,0_mds_fpr,0_mds_tpr,0_mds_auc,1_ccus_fpr,1_ccus_tpr,1_ccus_auc,1_icus_fpr,1_icus_tpr,1_icus_auc,1_mds_fpr,1_mds_tpr,1_mds_auc,2_ccus_fpr,2_ccus_tpr,2_ccus_auc,2_icus_fpr,2_icus_tpr,2_icus_auc,2_mds_fpr,2_mds_tpr,2_mds_auc,3_ccus_fpr,3_ccus_tpr,3_ccus_auc,3_icus_fpr,3_icus_tpr,3_icus_auc,3_mds_fpr,3_mds_tpr,3_mds_auc,4_ccus_fpr,4_ccus_tpr,4_ccus_auc,4_icus_fpr,4_icus_tpr,4_icus_auc,4_mds_fpr,4_mds_tpr,4_mds_auc,5_ccus_fpr,5_ccus_tpr,5_ccus_auc,5_icus_fpr,5_icus_tpr,5_icus_auc,5_mds_fpr,5_mds_tpr,5_mds_auc,6_ccus_fpr,6_ccus_tpr,6_ccus_auc,6_icus_fpr,6_icus_tpr,6_icus_auc,6_mds_fpr,6_mds_tpr,6_mds_auc,7_ccus_fpr,7_ccus_tpr,7_ccus_auc,7_icus_fpr,7_icus_tpr,7_icus_auc,7_mds_fpr,7_mds_tpr,7_mds_auc,8_ccus_fpr,8_ccus_tpr,8_ccus_auc,8_icus_fpr,8_icus_tpr,8_icus_auc,8_mds_fpr,8_mds_tpr,8_mds_auc,9_ccus_fpr,9_ccus_tpr,9_ccus_auc,9_icus_fpr,9_icus_tpr,9_icus_auc,9_mds_fpr,9_mds_tpr,9_mds_auc
10,0.16233766233766234,0.7272727272727273,,0.04225352112676056,0.9130434782608695,,0.17647058823529413,0.8778625954198473,,,,,,,,0.11764705882352941,0.9389312977099237,,,,,0.04225352112676056,1.0,,0.11764705882352941,0.9694656488549618,,,,,,,,0.18181818181818182,0.9923664122137404,,,,,,,,0.15151515151515152,0.9923664122137404,,,,,,,,,,,,,,0.0425531914893617,0.9545454545454546,,0.18181818181818182,0.9692307692307692,,,,,0.05714285714285714,0.9090909090909091,,0.125,0.9461538461538461,,,,,,,,0.125,0.9923076923076923,,,,,,,,,,
11,0.17532467532467533,0.7272727272727273,,0.04929577464788732,0.9130434782608695,,0.2647058823529412,0.8778625954198473,,,,,,,,0.14705882352941177,0.9389312977099237,,,,,1.0,1.0,,0.17647058823529413,0.9694656488549618,,,,,,,,0.2727272727272727,0.9923664122137404,,,,,,,,0.2727272727272727,0.9923664122137404,,,,,,,,,,,,,,0.06382978723404255,0.9545454545454546,,0.21212121212121213,0.9692307692307692,,,,,0.07857142857142857,0.9090909090909091,,0.15625,0.9461538461538461,,,,,,,,0.15625,0.9923076923076923,,,,,,,,,,
12,0.17532467532467533,0.8181818181818182,,0.04929577464788732,0.9565217391304348,,0.2647058823529412,0.8931297709923665,,,,,,,,0.14705882352941177,0.9770992366412213,,,,,,,,0.17647058823529413,0.9847328244274809,,,,,,,,0.2727272727272727,1.0,,,,,,,,0.2727272727272727,1.0,,,,,,,,,,,,,,0.06382978723404255,1.0,,0.21212121212121213,0.9923076923076923,,,,,0.07857142857142857,0.9545454545454546,,0.15625,0.9615384615384616,,,,,,,,0.15625,1.0,,,,,,,,,,
13,0.2012987012987013,0.8181818181818182,,0.056338028169014086,0.9565217391304348,,0.29411764705882354,0.8931297709923665,,,,,,,,0.20588235294117646,0.9770992366412213,,,,,,,,0.23529411764705882,0.9847328244274809,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,,0.5757575757575758,0.9923076923076923,,,,,0.15,0.9545454545454546,,0.1875,0.9615384615384616,,,,,,,,1.0,1.0,,,,,,,,,,
14,0.2012987012987013,0.9090909090909091,,0.056338028169014086,1.0,,0.29411764705882354,0.916030534351145,,,,,,,,0.20588235294117646,0.9923664122137404,,,,,,,,0.23529411764705882,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5757575757575758,1.0,,,,,0.15,1.0,,0.1875,0.9692307692307692,,,,,,,,,,,,,,,,,,,
15,0.37012987012987014,0.9090909090909091,,1.0,1.0,,0.35294117647058826,0.916030534351145,,,,,,,,0.5588235294117647,0.9923664122137404,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,0.25,0.9692307692307692,,,,,,,,,,,,,,,,,,,
16,0.37012987012987014,1.0,,,,,0.35294117647058826,0.9312977099236641,,,,,,,,0.5588235294117647,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.9923076923076923,,,,,,,,,,,,,,,,,,,
17,1.0,1.0,,,,,0.4411764705882353,0.9312977099236641,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3125,0.9923076923076923,,,,,,,,,,,,,,,,,,,
18,,,,,,,0.4411764705882353,0.9465648854961832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3125,1.0,,,,,,,,,,,,,,,,,,,
19,,,,,,,0.47058823529411764,0.9465648854961832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
20,,,,,,,0.47058823529411764,0.9541984732824428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,0.6176470588235294,0.9541984732824428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,0.6176470588235294,0.9618320610687023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,0.7352941176470589,0.9618320610687023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,,0.7352941176470589,0.9847328244274809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,,0.7941176470588235,0.9847328244274809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,,,0.7941176470588235,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
